id,display,displayAddition1,displayAddition2,filterDatePoint_mv,filterDateRange_mv,filterDigital,filterLanguage_mv,filterMedium_mv,filterSource,filterType_mv,identifier_id_mv,identifier_type_mv,issn_mv,publicationHistory,publisherOriginalLocation_mv,publisherOriginalText_mv,relation_id_mv,relation_text_mv,relation_type_mv,schemaVersion,source,textualHolding_mv,title,usageRestriction,website_description_mv,website_url_mv
EZB186,Journal of the History of Ideas (JHI) (1996-),"University of Pennsylvania Press ; Project MUSE, 57 (1996), 1 -",Volltext (Elektronische Zeitschriftenbibliothek),1996-01-01T00:00:00Z,1996,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,1481685-4,572z,1086-3222,"57 (1996), 1 -","Philadelphia, Pa.; Baltimore, Md.",University of Pennsylvania Press ; Project MUSE,AK00003182␟AK01458596,Journal of the history of ideas : JHI is published quarterly by the Univ. of Pennsylvania Press␟Journal of the history of ideas : JHI,Erscheint auch als Druck-Ausgabe␟Erscheint auch als Druck-Ausgabe,0.16.0,AK,"57 (1996), 1 -",Journal of the History of Ideas (JHI) (1996-),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?1481685&bibid=DLA␟https://muse.jhu.edu/journal/91
EZB189135,Neue Rundschau,"Munzinger, Fischer, 1890 -",Volltext (Elektronische Zeitschriftenbibliothek),1890-01-01T00:00:00Z,1890,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2695525-8,572z,,1890 -,"Frankfurt, M.; Berlin; Stockholm; Amsterdam","Munzinger, Fischer",AK00003283,Neue Rundschau,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1890 -,Neue Rundschau,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2695525&bibid=DLA␟https://online.munzinger.de/publikation/nr
EZB19147,Applied Linguistics,"Oxford University Press (OUP), 1 (1980) - 38 (2017)",Volltext (Elektronische Zeitschriftenbibliothek),1980-01-01T00:00:00Z␟2017-01-01T00:00:00Z,[1980 TO 2017],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2072108-0,572z,1477-450X,1 (1980) - 38 (2017),London,Oxford University Press (OUP),,,,0.16.0,AK,1 (1980) - 38 (2017),Applied Linguistics,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2072108&bibid=DLA␟https://academic.oup.com/applij/issue
EZB192102,Bucharest Working Papers in Linguistics,"Editura Universitatii din Bucuresti; University of Bucharest, Faculty of Foreign Languages, Department of English ; CEEOL, 9 (2007) -",Volltext (Elektronische Zeitschriftenbibliothek),2007-01-01T00:00:00Z,2007,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2690363-5,572z,2392-8093,9 (2007) -,"București; Frankfurt, M.","Editura Universitatii din Bucuresti; University of Bucharest, Faculty of Foreign Languages, Department of English ; CEEOL",,,,0.16.0,AK,9 (2007) -,Bucharest Working Papers in Linguistics,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2690363&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192403,Analele Universitatii de Vest din Timisoara. Seria Stiinte Filologice,"Editura Universitatii de Vest din Timisoara ; CEEOL, 45 (2007) -",Volltext (Elektronische Zeitschriftenbibliothek),2007-01-01T00:00:00Z,2007,True,Rumänisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2690471-8,572z,,45 (2007) -,"Timișoara; Frankfurt, M.",Editura Universitatii de Vest din Timisoara ; CEEOL,,,,0.16.0,AK,45 (2007) -,Analele Universitatii de Vest din Timisoara. Seria Stiinte Filologice,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2690471&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192405,Prace Polonistyczne = Studies in Polish Literature,"Lodzkie Towarzystwo Naukowe ; CEEOL, 62 (2007) -",Volltext (Elektronische Zeitschriftenbibliothek),2007-01-01T00:00:00Z,2007,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2690481-0,572z,2450-9353,62 (2007) -,"Łódź; Frankfurt, M.",Lodzkie Towarzystwo Naukowe ; CEEOL,,,,0.16.0,AK,62 (2007) -,Prace Polonistyczne = Studies in Polish Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2690481&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192414,"Zagadnienia Rodzajów Literackich = Voprosy Literaturnych Zanrov = Problèmes des Genres Litteraires, Les = Problems of Literary Genres, The","Lodzkie Towarzystwo Naukowe ; CEEOL, 53 (2010) -",Volltext (Elektronische Zeitschriftenbibliothek),2010-01-01T00:00:00Z,2010,True,Englisch␟Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2690528-0,572z,2451-0335,53 (2010) -,"Łódź; Frankfurt, M.",Lodzkie Towarzystwo Naukowe ; CEEOL,,,,0.16.0,AK,53 (2010) -,"Zagadnienia Rodzajów Literackich = Voprosy Literaturnych Zanrov = Problèmes des Genres Litteraires, Les = Problems of Literary Genres, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2690528&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192426,Učenye Zapiski Petrozavodskogo Gosudarstvennogo Universiteta = Proceedings of Petrozavodsk State University <Biologičeskie nauki Istoričeskie nauki i archeologija Filologičeskie nauki>,"FGBOU VO Petrozavodskij gosudarstvennyj universitet (PetrGU) ; CEEOL, 162 (2017) -",Volltext (Elektronische Zeitschriftenbibliothek),2017-01-01T00:00:00Z,2017,True,Russisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2909110-X,572z,1994-5973,162 (2017) -,Petrozavodsk,FGBOU VO Petrozavodskij gosudarstvennyj universitet (PetrGU) ; CEEOL,,,,0.16.0,AK,162 (2017) -,Učenye Zapiski Petrozavodskogo Gosudarstvennogo Universiteta = Proceedings of Petrozavodsk State University <Biologičeskie nauki Istoričeskie nauki i archeologija Filologičeskie nauki>,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2909110&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192571,"Acta Universitatis Lodziensis. Folia Philosophica, Ethica, Aesthetica, Practica","Wydawnictwo Uniwersytetu Łódzkiego, Instytut Filozofii UŁ ; CEEOL, 11 (1995) -",Volltext (Elektronische Zeitschriftenbibliothek),1995-01-01T00:00:00Z,1995,True,Englisch␟Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,3191156-0,572z,2353-9631,11 (1995) -,Łódz,"Wydawnictwo Uniwersytetu Łódzkiego, Instytut Filozofii UŁ ; CEEOL",,,,0.16.0,AK,11 (1995) -,"Acta Universitatis Lodziensis. Folia Philosophica, Ethica, Aesthetica, Practica",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?3191156&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192591,Colloquia Germanica Stetinensia,"Wydawnictwo Naukowe Uniwersytetu Szczecinskiego ; CEEOL, 22 (2013) -",Volltext (Elektronische Zeitschriftenbibliothek),2013-01-01T00:00:00Z,2013,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2691526-1,572z,2353-317X,22 (2013) -,"Szczecin; Frankfurt, M.",Wydawnictwo Naukowe Uniwersytetu Szczecinskiego ; CEEOL,AK00014717,Colloquia Germanica Stetinensia : [Konferenzschrift],Erscheint auch als Druck-Ausgabe,0.16.0,AK,22 (2013) -,Colloquia Germanica Stetinensia,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2691526&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192850,Toruńskie Studia Bibliologiczne = Bibliological Studies of Torun,"Uniwersytet Mikolaja Kopernika, Instytut Informacji Naukowej i Bibliologii ; CEEOL, 4 (2009) -",Volltext (Elektronische Zeitschriftenbibliothek),2009-01-01T00:00:00Z,2009,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2692975-2,572z,2392-1633,4 (2009) -,"Toruń; Frankfurt, M.","Uniwersytet Mikolaja Kopernika, Instytut Informacji Naukowej i Bibliologii ; CEEOL",,,,0.16.0,AK,4 (2009) -,Toruńskie Studia Bibliologiczne = Bibliological Studies of Torun,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2692975&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192864,Tekst i Dyskurs = Text und Diskurs,"Uniwersytet Warszawski, Instytut Germanistyki ; CEEOL, 9 (2016) -",Volltext (Elektronische Zeitschriftenbibliothek),2016-01-01T00:00:00Z,2016,True,Polnisch␟Deutsch␟Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2693026-2,572z,2720-4332,9 (2016) -,Warszawa,"Uniwersytet Warszawski, Instytut Germanistyki ; CEEOL",,,,0.16.0,AK,9 (2016) -,Tekst i Dyskurs = Text und Diskurs,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2693026&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192865,Świat i Słowo = World and Word,"Akademia Techniczno-Humanistyczna w Bielsku-Białej ; CEEOL, 28 (2017) -",Volltext (Elektronische Zeitschriftenbibliothek),2017-01-01T00:00:00Z,2017,True,Polnisch␟Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2693031-6,572z,,28 (2017) -,Bielsko-Biała,Akademia Techniczno-Humanistyczna w Bielsku-Białej ; CEEOL,,,,0.16.0,AK,28 (2017) -,Świat i Słowo = World and Word,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2693031&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192898,Roczniki Filozoficzne = Annals of Philosophy = Annales de Philosophie (2006-),"Towarzystwo Naukowe KUL, Katolicki Uniwersytet Lubelski Jana Pawla II ; CEEOL, 56 (2006) -",Volltext (Elektronische Zeitschriftenbibliothek),2006-01-01T00:00:00Z,2006,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2693371-8,572z,2450-002X,56 (2006) -,Lublin,"Towarzystwo Naukowe KUL, Katolicki Uniwersytet Lubelski Jana Pawla II ; CEEOL",,,,0.16.0,AK,56 (2006) -,Roczniki Filozoficzne = Annals of Philosophy = Annales de Philosophie (2006-),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2693371&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192899,Analiza i Egzystencja = Analysis and Existence,"Instytut Filozofii Uniwersytetu Szczecińskiego; CEEOL, 21 (2013) -",Volltext (Elektronische Zeitschriftenbibliothek),2013-01-01T00:00:00Z,2013,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2693343-3,572z,2300-7621,21 (2013) -,Szczecin,Instytut Filozofii Uniwersytetu Szczecińskiego; CEEOL,,,,0.16.0,AK,21 (2013) -,Analiza i Egzystencja = Analysis and Existence,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2693343&bibid=DLA␟https://www.ceeol.com/search/journal-detail?id=1404
EZB192901,Hybris - Internetowy Magazyn Filozoficzny = HYBRIS - Online Philosophical Magazine,"Instytut Filozofii Uniwersytetu Łódzkiego ; CEEOL, 2012, 16 -",Volltext (Elektronische Zeitschriftenbibliothek),2012-01-01T00:00:00Z,2012,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2693354-8,572z,1689-4286,"2012, 16 -","Łódź; Frankfurt, M.",Instytut Filozofii Uniwersytetu Łódzkiego ; CEEOL,,,,0.16.0,AK,"2012, 16 -",Hybris - Internetowy Magazyn Filozoficzny = HYBRIS - Online Philosophical Magazine,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2693354&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB192902,Filozoficzne Aspekty Genezy = Philosophical Aspects of Origin,"Uniwersytet Zielonogórski Instytut Filozofii ; CEEOL, 1 (2004) - 15 (2018)",Volltext (Elektronische Zeitschriftenbibliothek),2004-01-01T00:00:00Z␟2018-01-01T00:00:00Z,[2004 TO 2018],True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2693349-4,572z,2299-0356,1 (2004) - 15 (2018),"Zielona Góra; Frankfurt, M.",Uniwersytet Zielonogórski Instytut Filozofii ; CEEOL,,,,0.16.0,AK,1 (2004) - 15 (2018),Filozoficzne Aspekty Genezy = Philosophical Aspects of Origin,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2693349&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB193016,Bulletin of the Section of Logic,"University of Lodz ; CEEOL, 44 (2015) -",Volltext (Elektronische Zeitschriftenbibliothek),2015-01-01T00:00:00Z,2015,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2693916-2,572z,2449-836X,44 (2015) -,Łódź,University of Lodz ; CEEOL,,,,0.16.0,AK,44 (2015) -,Bulletin of the Section of Logic,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2693916&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB193548,Studies in Second Language Learning and Teaching (SSLLT),"Adam Mickiewicz University ; CEEOL, 1 (2011) -",Volltext (Elektronische Zeitschriftenbibliothek),2011-01-01T00:00:00Z,2011,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2695474-6,572z,2084-1965,1 (2011) -,"Kalisz; Frankfurt, M.",Adam Mickiewicz University ; CEEOL,,,,0.16.0,AK,1 (2011) -,Studies in Second Language Learning and Teaching (SSLLT),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2695474&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB193641,Itinerarios,"Inst. de Estudios Ibéricos e Iberoamericanos ; CEEOL, 22 (2015) -",Volltext (Elektronische Zeitschriftenbibliothek),2015-01-01T00:00:00Z,2015,True,Spanisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2695934-3,572z,,22 (2015) -,Varsovia,Inst. de Estudios Ibéricos e Iberoamericanos ; CEEOL,,,,0.16.0,AK,22 (2015) -,Itinerarios,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2695934&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB193781,Bibliotheksdienst (1967-2021),"De Gruyter Brill, 1 (1967), 1 - 55 (2021)",Volltext (Elektronische Zeitschriftenbibliothek),1967-01-01T00:00:00Z␟2021-01-01T00:00:00Z,[1967 TO 2021],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,1465932-3,572z,2194-9646,"1 (1967), 1 - 55 (2021)",Berlin,De Gruyter Brill,AK00002938,Bibliotheksdienst,Erscheint auch als Druck-Ausgabe,0.16.0,AK,"1 (1967), 1 - 55 (2021)",Bibliotheksdienst (1967-2021),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?1465932&bibid=DLA␟https://www.degruyterbrill.com/journal/key/bd/html
EZB193913,Prace Naukowe Akademii Im. Jana Długosza w Cze̜stochowie. Filozofia = Research Papers of the Jan Dlugosz University in Częstochowa. Philosophy,"Wydawn. Akad. Im. Jana Długosza ; CEEOL, 7 (2010) - 14 (2017)",Volltext (Elektronische Zeitschriftenbibliothek),2010-01-01T00:00:00Z␟2017-01-01T00:00:00Z,[2010 TO 2017],True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2697520-8,572z,,7 (2010) - 14 (2017),Cze̜stochowa,Wydawn. Akad. Im. Jana Długosza ; CEEOL,,,,0.16.0,AK,7 (2010) - 14 (2017),Prace Naukowe Akademii Im. Jana Długosza w Cze̜stochowie. Filozofia = Research Papers of the Jan Dlugosz University in Częstochowa. Philosophy,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2697520&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB194041,Filozofia Chrześcijańska = Christian Philosophy,"Wydział Teologiczny Uniwersytetu im. Adama Mickiewicza ; CEEOL, 18 (2021) -",Volltext (Elektronische Zeitschriftenbibliothek),2021-01-01T00:00:00Z,2021,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2698244-4,572z,2450-0399,18 (2021) -,Poznań,Wydział Teologiczny Uniwersytetu im. Adama Mickiewicza ; CEEOL,,,,0.16.0,AK,18 (2021) -,Filozofia Chrześcijańska = Christian Philosophy,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2698244&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB194112,Acta Neophilologica,"Wydawnictwo Uniwersytetu Warmińsko-Mazurskiego w Olsztynie ; CEEOL, 1 (1999) -",Volltext (Elektronische Zeitschriftenbibliothek),1999-01-01T00:00:00Z,1999,True,Polnisch␟Englisch␟Russisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2698588-3,572z,,1 (1999) -,Olsztyn,Wydawnictwo Uniwersytetu Warmińsko-Mazurskiego w Olsztynie ; CEEOL,,,,0.16.0,AK,1 (1999) -,Acta Neophilologica,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2698588&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB194134,Etnolingwistyka = Ethnolinguistics,"Wydawnictwo Naukowe Uniwersytetu Marii Curie-Sklodowskiej ; CEEOL, 1 (1988) -",Volltext (Elektronische Zeitschriftenbibliothek),1988-01-01T00:00:00Z,1988,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2698718-1,572z,2449-8335,1 (1988) -,Lublin,Wydawnictwo Naukowe Uniwersytetu Marii Curie-Sklodowskiej ; CEEOL,,,,0.16.0,AK,1 (1988) -,Etnolingwistyka = Ethnolinguistics,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2698718&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB194214,Scripta Neophilologica Posnaniensia,"Uniwersytet Im. Adama Mickiewicza ; CEEOL, 21 (2021) -",Volltext (Elektronische Zeitschriftenbibliothek),2021-01-01T00:00:00Z,2021,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2699027-1,572z,2956-7890,21 (2021) -,Poznań,Uniwersytet Im. Adama Mickiewicza ; CEEOL,,,,0.16.0,AK,21 (2021) -,Scripta Neophilologica Posnaniensia,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2699027&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB194219,Praktyka Teoretyczna = Theoretical Practice,"Pracownia Pytań Granicznych Uniwersytetu im. Adama Mickiewicza w Poznaniu ; CEEOL, 1 (2010) -",Volltext (Elektronische Zeitschriftenbibliothek),2010-01-01T00:00:00Z,2010,True,Polnisch␟Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2699069-6,572z,2081-8130,1 (2010) -,"Poznań; Frankfurt, M.",Pracownia Pytań Granicznych Uniwersytetu im. Adama Mickiewicza w Poznaniu ; CEEOL,,,,0.16.0,AK,1 (2010) -,Praktyka Teoretyczna = Theoretical Practice,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2699069&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB194220,Prace naukowe Akademii Im. Jana Długosza w Częstochowie. Studia Neofilologiczne = Research Papers of the Jan Długosz University of Częstochowa. Neophilological Studies,"Wydawnictwo Im. Stanisława Podobińskiego Akademii Im. Jana Długosza w Częstochowie ; CEEOL, 9 (2013) - 16 (2020)",Volltext (Elektronische Zeitschriftenbibliothek),2013-01-01T00:00:00Z␟2020-01-01T00:00:00Z,[2013 TO 2020],True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2699073-8,572z,,9 (2013) - 16 (2020),Częstochowa,Wydawnictwo Im. Stanisława Podobińskiego Akademii Im. Jana Długosza w Częstochowie ; CEEOL,,,,0.16.0,AK,9 (2013) - 16 (2020),Prace naukowe Akademii Im. Jana Długosza w Częstochowie. Studia Neofilologiczne = Research Papers of the Jan Długosz University of Częstochowa. Neophilological Studies,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2699073&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB194353,Rocznik Komparatystyczny = Comparative Yearbook,"Wydawnictwo Naukowe Uniwersytetu Szczecińskiego ; CEEOL, 4 (2013) -",Volltext (Elektronische Zeitschriftenbibliothek),2013-01-01T00:00:00Z,2013,True,Polnisch␟Englisch␟Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2699695-9,572z,2353-2831,4 (2013) -,Szczecin,Wydawnictwo Naukowe Uniwersytetu Szczecińskiego ; CEEOL,,,,0.16.0,AK,4 (2013) -,Rocznik Komparatystyczny = Comparative Yearbook,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2699695&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB194607,Dialogue and Universalism,"Institute of Philosophy and Sociology of the Polish Academy of Sciences ; Philosophy for Dialogue Foundation ; CEEOL ; Philosophy Documentation Center, 22 (2012) -",Volltext (Elektronische Zeitschriftenbibliothek),2012-01-01T00:00:00Z,2012,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2070543-8,572z,1689-3816,22 (2012) -,Warszawa,Institute of Philosophy and Sociology of the Polish Academy of Sciences ; Philosophy for Dialogue Foundation ; CEEOL ; Philosophy Documentation Center,,,,0.16.0,AK,22 (2012) -,Dialogue and Universalism,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2070543&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
